종목코드,단축코드,표준코드,종목명,종목명_통합,한글 종목명,한글 종목약명,영문 종목명,시장구분,소속부,액면가,상장주식수,소속부.1,업종코드,업종명,결산월,지정자문인,자본금,통화구분,대표이사,대표전화,주소,상장일,증권구분,주식종류
001470,001470,KR7001470004,삼부토건,삼부토건,삼부토건보통주,삼부토건,SambuEngineering&Construction,KOSPI,,1000,229681824.0,,64102.0,토목 건설업,12.0,,229681824000.0,원(KRW),오일록,02-2036-8000,서울특별시 종로구 종로41길 25 한덕빌딩 8-10층,1976/06/26,주권,보통주
001500,001500,KR7001500008,현대차증권,현대차증권,현대차증권보통주,현대차증권,HYUNDAI MOTOR SECURITIES,KOSPI,,5000,61833044.0,,116601.0,금융 지원 서비스업,12.0,,309165220000.0,원(KRW),배형근,02-3787-2114,서울특별시 영등포구 국제금융로2길 28 현대차증권,1990/06/09,주권,보통주
001510,001510,KR7001510007,SK증권,SK증권,SK증권보통주,SK증권,SKSecurities,KOSPI,,500,472590171.0,,116601.0,금융 지원 서비스업,12.0,,238251342500.0,원(KRW),"전우종, 정준호",02-3773-8245,서울특별시 영등포구 국제금융로8길 31 여의도동 SK증권빌딩,1986/09/20,주권,보통주
,001515,KR7001511005,,SK증권1우선주,SK증권1우선주,SK증권우,SKSecurities(1P),KOSPI,,500,3912514.0,,,,,,,,,,,1989/08/29,주권,구형우선주
001520,001520,KR7001520006,동양,동양,동양보통주,동양,TONGYANG,KOSPI,,500,238684063.0,,32303.0,"시멘트, 석회, 플라스터 및 그 제품 제조업",12.0,,119805181500.0,원(KRW),박주형,02-6150-7000,서울특별시 영등포구 국제금융로2길 24 - ,1976/06/25,주권,보통주
,001525,KR7001521004,,동양1우선주,동양1우선주,동양우,TONGYANG(1P),KOSPI,,500,617731.0,,,,,,,,,,,1989/09/30,주권,구형우선주
,001527,KR7001522002,,동양2우선주(신형),동양2우선주(신형),동양2우B,TONGYANG(2PB),KOSPI,,500,308569.0,,,,,,,,,,,1999/01/28,주권,신형우선주
001530,001530,KR7001530005,DI동일,DI동일,DI동일보통주,DI동일,DI DONGIL,KOSPI,,500,19729280.0,,74601.0,상품 중개업,12.0,,13747368000.0,원(KRW),"서태원, 손재선",02-2222-3071,서울특별시 강남구  테헤란로 516 정헌빌딩 8층,1964/01/04,주권,보통주
001540,001540,KR7001540004,안국약품,안국약품,안국약품,안국약품,"AHN-GOOK PHARMACEUTICAL Co., Ltd.",KOSDAQ,우량기업부,500,13042420.0,,32102.0,의약품 제조업,12.0,,6521210000.0,원(KRW),"어진, 박인철 (각자 대표)",02  -3289-4221,경기도 과천시 과천대로7길 12 (갈현동) 프리즘스퀘어2 A동 ,2000/06/15,주권,보통주
001550,001550,KR7001550003,조비,조비,조비보통주,조비,Chobi,KOSPI,,5000,5192239.0,,32003.0,"비료, 농약 및 살균, 살충제 제조업",12.0,,25961195000.0,원(KRW),이승연,02-3488-5853,서울특별시 서초구 효령로77길 28 동오빌딩 (서초동 1337-4),1976/12/28,주권,보통주
001560,001560,KR7001560002,제일연마,제일연마,제일연마공업보통주,제일연마,"CHEILGRINDINGWHEELIND.CO.,LTD",KOSPI,,500,9800000.0,,32309.0,기타 비금속 광물제품 제조업,12.0,,5000000000.0,원(KRW),"오유인, 오현수, 추헌주 (각자 대표)",054-285-8401,경상북도 포항시 남구 대송로101번길 34(장흥동) ,2005/12/09,주권,보통주
001570,001570,KR7001570001,금양,금양,금양보통주,금양,Kumyang,KOSPI,,500,63967196.0,,32001.0,기초 화학물질 제조업,12.0,,31983598000.0,원(KRW),류광지,051-316-5881,부산광역시 사상구 낙동대로960번길 77 (감전동),1976/12/17,주권,보통주
001620,001620,KR7001620004,케이비아이동국실업,케이비아이동국실업,케이비아이동국실업보통주,케이비아이동국실업,KBI DONGKOOK IND,KOSPI,,500,111293031.0,,33003.0,자동차 신품 부품 제조업,12.0,,55646515500.0,원(KRW),김용희,02-754-2961,서울특별시 용산구  한강대로 350 ,1990/09/15,주권,보통주
001630,001630,KR7001630003,종근당홀딩스,종근당홀딩스,종근당홀딩스보통주,종근당홀딩스,CHONGKUNDANG HOLDINGS CORP.,KOSPI,,2500,5009861.0,,32102.0,의약품 제조업,12.0,,12524652500.0,원(KRW),최희남,02-6373-0600,서울특별시 서대문구  충정로 8 종근당빌딩 ,1976/06/30,주권,보통주
001680,001680,KR7001680008,대상,대상,대상보통주,대상,Daesang,KOSPI,,1000,34648025.0,,31008.0,기타 식품 제조업,12.0,,36018248000.0,원(KRW),임정배,02-2220-9500,서울특별시 종로구 창경궁로 120 종로플레이스,1970/04/01,주권,보통주
,001685,KR7001681006,,대상1우선주,대상1우선주,대상우,Daesang(1P),KOSPI,,1000,1370223.0,,,,,,,,,,,1989/11/21,주권,구형우선주
001720,001720,KR7001720002,신영증권,신영증권,신영증권보통주,신영증권,ShinyoungSecurities,KOSPI,,5000,16440000.0,,116601.0,금융 지원 서비스업,3.0,,82200000000.0,원(KRW),"황성엽, 금정호",02-2004-9000,"서울특별시 영등포구 국제금융로8길 16 (여의도동, 신영증권빌딩)",1987/08/24,주권,보통주
001740,001740,KR7001740000,SK네트웍스,SK네트웍스,SK네트웍스보통주,SK네트웍스,"SKNetworksCo.,Ltd",KOSPI,,2500,221277902.0,,74607.0,기타 전문 도매업,12.0,,620469117500.0,원(KRW),이호정,070-7800-2114,경기도 수원시 장안구 경수대로976번길 19 -,1977/06/30,주권,보통주
001750,001750,KR7001750009,한양증권,한양증권,한양증권보통주,한양증권,HanyangSecurities,KOSPI,,5000,12728534.0,,116601.0,금융 지원 서비스업,12.0,,66267670000.0,원(KRW),김병철,02-3770-5000,서울 영등포구 여의도동 34-11,1988/03/04,주권,보통주
,001755,KR7001751007,,한양증권1우선주,한양증권1우선주,한양증권우,HanyangSecurities(1P),KOSPI,,5000,525000.0,,,,,,,,,,,1989/10/24,주권,구형우선주
001770,001770,KR7001770007,SHD,SHD,SHD보통주,SHD,SHIN HWA DYNAMICS,KOSPI,,5000,1214878.0,,32401.0,1차 철강 제조업,12.0,,6074390000.0,원(KRW),신종호,031-499-9922,"경기도 안산시 단원구  번영2로 31 (성곡동,시화4다706)",1988/11/23,주권,보통주
001780,001780,KR7001780006,알루코,알루코,알루코 보통주,알루코,"ALUKO CO.,LTD.",KOSPI,,500,96830132.0,,32402.0,1차 비철금속 제조업,12.0,,48415066000.0,원(KRW),박진우,042-605-8300,대전광역시 대덕구  대화로119번길 31 ,2007/06/07,주권,보통주
001790,001790,KR7001790005,대한제당,대한제당,대한제당보통주,대한제당,TS,KOSPI,,500,89696580.0,,31005.0,"곡물가공품, 전분 및 전분제품 제조업",12.0,,48089670000.0,원(KRW),강승우,032-770-1400,인천광역시 중구  월미로 116(북성동1가) ,1968/12/27,주권,보통주
,001795,KR7001791003,,대한제당1우선주,대한제당1우선주,대한제당우,TS(1P),KOSPI,,500,6482760.0,,,,,,,,,,,1995/01/21,주권,구형우선주
001800,001800,KR7001800002,오리온홀딩스,오리온홀딩스,오리온홀딩스보통주,오리온홀딩스,ORION Holdings,KOSPI,,500,62645422.0,,116409.0,기타 금융업,12.0,,31322711000.0,원(KRW),허인철,02-710-6000,서울특별시 용산구  백범로90다길 13 (주)오리온 ,1975/06/27,주권,보통주
001810,001810,KR7001810001,무림SP,무림SP,무림에스피,무림SP,"MOORIM SP CO., LTD.",KOSDAQ,중견기업부,500,22137500.0,,31701.0,"펄프, 종이 및 판지 제조업",12.0,,11068750000.0,원(KRW),이도균,02  -3485-1603,서울특별시 강남구  강남대로 656 (신사동) ,2000/01/04,주권,보통주
001820,001820,KR7001820000,삼화콘덴서,삼화콘덴서,삼화콘덴서공업보통주,삼화콘덴서,SamwhaCapacitor,KOSPI,,1000,10395000.0,,32602.0,전자부품 제조업,12.0,,10395000000.0,원(KRW),"오영주, 박진",031-332-6441,경기도 용인시 처인구  남사면 경기동로 227 ,1976/06/26,주권,보통주
001840,001840,KR7001840008,이화공영,이화공영,이화공영,이화공영,EehwaConstruction,KOSDAQ,투자주의환기종목(소속부없음),500,22283636.0,,64101.0,건물 건설업,12.0,,11141818000.0,원(KRW),"최삼규,최종찬",02  -336 -0041,"서울특별시 마포구 양화로 104 (서교동,삼윤빌딩)",1994/11/23,주권,보통주
001940,001940,KR7001940006,KISCO홀딩스,KISCO홀딩스,KISCO홀딩스보통주,KISCO홀딩스,KISCO Holdings,KOSPI,,1000,14176380.0,,32401.0,1차 철강 제조업,12.0,,18476380000.0,원(KRW),"장세홍, 이병제 (각자대표)",055-260-0500,경상남도 창원시 성산구  공단로103번길 12 한국철강(주) ,1989/11/13,주권,보통주
002020,002020,KR7002020006,코오롱,코오롱,코오롱보통주,코오롱,KOLON CORPORATION,KOSPI,,5000,12626426.0,,116409.0,기타 금융업,12.0,,68514080000.0,원(KRW),"안병덕, 이규호",02-3677-3114,경기 과천시 별양동 1-23 코오롱타워,1975/06/23,주권,보통주
,002025,KR7002021004,,코오롱1우선주,코오롱1우선주,코오롱우,KOLON CORPORATION(1P),KOSPI,,5000,1076390.0,,,,,,,,,,,1989/08/22,주권,구형우선주
002030,002030,KR7002030005,아세아,아세아,아세아보통주,아세아,ASIA HOLDINGS,KOSPI,,5000,2084140.0,,137105.0,회사 본부 및 경영 컨설팅 서비스업,12.0,,10955120000.0,원(KRW),"이훈범, 오기호",02-527-6582,서울특별시 강남구  논현로 430 아세아타워빌딩 14층,1974/06/03,주권,보통주
002070,002070,KR7002070001,비비안,비비안,비비안보통주,비비안,VIVIEN CORPORATION,KOSPI,,500,45196077.0,,31401.0,봉제의복 제조업,12.0,,22598038500.0,원(KRW),손영섭,02-3780-1114,서울특별시 용산구  서빙고로51길 52 ,1976/07/13,주권,보통주
002100,002100,KR7002100006,경농,경농,경농보통주,경농,Kyungnong,KOSPI,,500,19522575.0,,32003.0,"비료, 농약 및 살균, 살충제 제조업",12.0,,10845875000.0,원(KRW),"이병만,이용진",02-3488-5800,서울특별시 서초구 강남대로39길 15-10한라비발디스튜디오193 ,1977/06/30,주권,보통주
002140,002140,KR7002140002,고려산업,고려산업,고려산업보통주,고려산업,KoreaIndustrial,KOSPI,,1000,24939425.0,,31005.0,"곡물가공품, 전분 및 전분제품 제조업",12.0,,24939425000.0,원(KRW),"전장열, 김영교(각자 대표이사)",051-600-5076,부산광역시 중구 중앙대로 22 (중앙동6가),1991/01/14,주권,보통주
002150,002150,KR7002150001,도화엔지니어링,도화엔지니어링,도화엔지니어링보통주,도화엔지니어링,DOHWA ENGINEERING,KOSPI,,500,33720000.0,,137201.0,"건축기술, 엔지니어링 및 관련 기술 서비스업",12.0,,16860000000.0,원(KRW),"박승우,곽준상,손영일,김덕구",02-6323-3032,서울특별시 강남구  삼성로 438 도화타워 ,2010/08/12,주권,보통주
002170,002170,KR7002170009,삼양통상,삼양통상,삼양통상보통주,삼양통상,SamyangTongsang,KOSPI,,5000,3000000.0,,31501.0,"가죽, 가방 및 유사제품 제조업",12.0,,15000000000.0,원(KRW),"허준홍, 정대락 (2인 각자 대표이사)",02-3453-3961,서울특별시 강남구 테헤란로 301(역삼동) 삼정개발빌딩 6층 ,1989/11/10,주권,보통주
002200,002200,KR7002200004,한국수출포장,한국수출포장,한국수출포장공업보통주,한국수출포장,KoreaExportPackagingIndustrial,KOSPI,,500,40000000.0,,31702.0,"골판지, 종이 상자 및 종이용기 제조업",12.0,,20000000000.0,원(KRW),"대표이사 회장 허용삼
대표이사 사장 허정훈(각자대표이사)",02-525-2981-9,서울특별시 서초구 서초중앙로 63 ,1974/06/28,주권,보통주
002210,002210,KR7002210003,동성제약,동성제약,동성제약보통주,동성제약,DongsungPharmaceutical,KOSPI,,1000,26619507.0,,32102.0,의약품 제조업,12.0,,26619507000.0,원(KRW),유영일,02-6911-3600,서울특별시 도봉구  도봉로 683  (방학동) 동성빌딩,1990/01/19,주권,보통주
002220,002220,KR7002220002,한일철강,한일철강,한일철강보통주,한일철강,HanilIron&Steel,KOSPI,,500,26697460.0,,32401.0,1차 철강 제조업,12.0,,13348730000.0,원(KRW),엄정헌,02-2267-6161,서울특별시 중구  퇴계로27길 28 (한영빌딩 9층),1988/10/07,주권,보통주
002230,002230,KR7002230001,피에스텍,피에스텍,피에스텍,피에스텍,PSTEC,KOSDAQ,중견기업부,500,19273820.0,,32702.0,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",12.0,,9834621500.0,원(KRW),황재용,031-3408-1790,서울특별시 성동구 왕십리로 46(성수동1가) ,1991/01/04,주권,보통주
002240,002240,KR7002240000,고려제강,고려제강,고려제강보통주,고려제강,KISWire,KOSPI,,1000,27000000.0,,32401.0,1차 철강 제조업,12.0,,27000000000.0,원(KRW),주종대,051-760-1700,부산광역시 수영구 구락로 150 ,1976/05/25,주권,보통주
002290,002290,KR7002290005,삼일기업공사,삼일기업공사,삼일기업공사,삼일기업공사,"SAMIL ENTERPRISE CO., LTD.",KOSDAQ,벤처기업부,500,12400000.0,,64101.0,건물 건설업,12.0,,6200000000.0,원(KRW),박종웅,02  -564 -3131,서울특별시 강남구  언주로 329 ,1992/11/30,주권,보통주
002310,002310,KR7002310001,아세아제지,아세아제지,아세아제지보통주,아세아제지,AsiaPaperManufacturing,KOSPI,,1000,41632510.0,,31702.0,"골판지, 종이 상자 및 종이용기 제조업",12.0,,44782510000.0,원(KRW),"유승환, 이현탁",02-527-6882,서울특별시 강남구  논현로 430 ,1988/12/15,주권,보통주
002320,002320,KR7002320000,한진,한진,한진보통주,한진,HANJIN Logistics Corporation,KOSPI,,5000,15235010.0,,84903.0,도로 화물 운송업,12.0,,76175050000.0,원(KRW),노삼석,02-728-5114,서울특별시 중구 남대문로 63 한진빌딩 ,1974/08/12,주권,보통주
002350,002350,KR7002350007,넥센타이어,넥센타이어,넥센타이어보통주,넥센타이어,NEXENTIRE,KOSPI,,500,97667877.0,,32201.0,고무제품 제조업,12.0,,54083938500.0,원(KRW),"대표이사 회  장 강병중
대표이사 부회장 강호찬
대표이사 사  장 김현석",055-370-5114,경상남도 양산시  충렬로 355 넥센타이어 ,1976/05/19,주권,보통주
,002355,KR7002351005,,넥센타이어1우선주(신형),넥센타이어1우선주(신형),넥센타이어1우B,NEXENTIRE(1PB),KOSPI,,500,6500000.0,,,,,,,,,,,1999/06/08,주권,신형우선주
002360,002360,KR7002360006,SH에너지화학,SH에너지화학,SH에너지화학보통주,SH에너지화학,SH ENERGY & CHEMICAL,KOSPI,,500,111133730.0,,32001.0,기초 화학물질 제조업,12.0,,55566865000.0,원(KRW),정케빈규봉,063-469-1500,전라북도 군산시 외항7길 20 ,1985/12/23,주권,보통주
002380,002380,KR7002380004,KCC,KCC,주식회사케이씨씨,KCC,KCC Corporation,KOSPI,,5000,8886471.0,,32004.0,기타 화학제품 제조업,12.0,,48084660000.0,원(KRW),"정몽진, 정재훈",02-3480-5000,서울특별시 서초구  사평대로 344 (주)케이씨씨 빌딩,1973/06/25,주권,보통주
002390,002390,KR7002390003,한독,한독,한독보통주,한독,HANDOK Inc.,KOSPI,,500,13763533.0,,32102.0,의약품 제조업,12.0,,6881766500.0,원(KRW),"김영진, 백진기",02-527-5114,서울특별시 강남구  테헤란로 132 ,1976/06/30,주권,보통주
002410,002410,KR7002410009,범양건영,범양건영,범양건영보통주,범양건영,BUMYANG CONSTRUCTION,KOSPI,,1000,27479820.0,,64101.0,건물 건설업,12.0,,27479820000.0,원(KRW),강병주,041-573-5631,"부산광역시 동구 초량중로 114 105동 비102호, 비104호(초량동, 범양레우스 센트럴베이)",1988/05/25,주권,보통주
002420,002420,KR7002420008,세기상사,세기상사,세기상사보통주,세기상사,TheCentury,KOSPI,,500,5969948.0,,74707.0,연료 소매업,12.0,,2984974000.0,원(KRW),조영준,02-3393-3500,서울특별시 중구 퇴계로 212 ,1968/12/27,주권,보통주
002450,002450,KR7002450005,삼익악기,삼익악기,삼익악기보통주,삼익악기,SamickMusicalInstruments,KOSPI,,500,90530915.0,,33302.0,악기 제조업,12.0,,45265457500.0,원(KRW),"김종섭, 김민수",043-1688-3151,충청북도 음성군  소이면 소이로 313 ,1988/09/30,주권,보통주
002460,002460,KR7002460004,HS화성,HS화성,에이치에스화성보통주,HS화성,HS HWASUNG,KOSPI,,5000,10150000.0,,64101.0,건물 건설업,12.0,,62254000000.0,원(KRW),"이종원,임기영",053-767-2111,대구광역시 수성구  동대구로 111 ,1988/09/29,주권,보통주
002600,002600,KR7002600005,조흥,조흥,조흥보통주,조흥,CHOHEUNG CORPORATION,KOSPI,,5000,600000.0,,31008.0,기타 식품 제조업,12.0,,3000000000.0,원(KRW),함영제,031-433-3883,경기도 안산시 단원구  시화로 38 (성곡동),1976/12/23,주권,보통주
002620,002620,KR7002620003,제일파마홀딩스,제일파마홀딩스,제일파마홀딩스보통주,제일파마홀딩스,JEIL PHARMA HOLDINGS INC.,KOSPI,,500,15973355.0,,137105.0,회사 본부 및 경영 컨설팅 서비스업,12.0,,7986677500.0,원(KRW),한상철,02-549-7451,서울특별시 서초구 사평대로 343 ,1988/01/20,주권,보통주
002630,002630,KR7002630002,오리엔트바이오,오리엔트바이오,오리엔트바이오보통주,오리엔트바이오,ORIENTBIO,KOSPI,,500,118583005.0,,32102.0,의약품 제조업,3.0,,59291502500.0,원(KRW),장재진,031-730-6148,경기 성남시 중원구 상대원동 143-1,1976/12/28,주권,보통주
002680,002680,KR7002680007,한탑,한탑,한탑,한탑,Hantop Inc.,KOSDAQ,중견기업부,500,32316799.0,,31005.0,"곡물가공품, 전분 및 전분제품 제조업",12.0,,16158399500.0,원(KRW),하상경,051 -626 -2841,부산 남구 대연3동 598-7 ,1995/07/07,주권,보통주
002690,002690,KR7002690006,동일제강,동일제강,동일제강보통주,동일제강,"DONG IL STEEL MFG CO., LTD",KOSPI,,500,20300360.0,,32401.0,1차 철강 제조업,12.0,,10150180000.0,원(KRW),"민세홍, 양영석, 김우진 (각자대표)",031-677-1234,경기도 안성시 미양면 안성맞춤대로 474-40 ,2015/09/24,주권,보통주
002700,002700,KR7002700003,신일전자,신일전자,신일전자보통주,신일전자,SHINIL ELECTRONICS,KOSPI,,500,71047521.0,,74605.0,기계장비 및 관련 물품 도매업,12.0,,35523760500.0,원(KRW),정윤석,02-2081-3420,충청남도 천안시 서북구 입장면 연곡길 308 -,1975/09/30,주권,보통주
002710,002710,KR7002710002,TCC스틸,TCC스틸,TCC스틸보통주,TCC스틸,TCC STEEL,KOSPI,,1000,26213697.0,,32401.0,1차 철강 제조업,12.0,,26213697000.0,원(KRW),"손봉락, 손기영, 김영학 (각자대표)",02-2633-3311,경상북도 포항시 남구  괴동로 100 ,1984/12/21,주권,보통주
